"","av","Time","SharePerHour","diaryday"
"701","Miscellaneous",17,34.42,"2"
"702","Miscellaneous",17,40.49,"3"
"703","Miscellaneous",17,26.43,"4"
"704","Nonsocial leisure",17,0.17,"1"
"705","Nonsocial leisure",17,0.74,"2"
"706","Nonsocial leisure",17,1.09,"3"
"707","Nonsocial leisure",17,0.25,"4"
"708","Paid work",17,0.05,"1"
"709","Paid work",17,0.07,"2"
"710","Paid work",17,0.07,"3"
"711","Personal care",17,81.21,"1"
"712","Personal care",17,61.24,"2"
"713","Personal care",17,54.4,"3"
"714","Personal care",17,71.56,"4"
"715","Religion and volunteering",17,0.05,"1"
"716","Religion and volunteering",17,0.15,"2"
"717","Religion and volunteering",17,0.05,"3"
"718","Religion and volunteering",17,0.07,"4"
"719","School / Study",17,0.02,"3"
"720","Social leisure",17,0.25,"1"
"721","Social leisure",17,0.82,"2"
"722","Social leisure",17,1.24,"3"
"723","Social leisure",17,0.37,"4"
"724","Sport exercise",17,0.02,"2"
"725","Sport exercise",17,0.12,"3"
"726","TV/radio",17,0.37,"1"
"727","TV/radio",17,1.14,"2"
"728","TV/radio",17,1.41,"3"
"729","TV/radio",17,0.67,"4"
"730","Cultural leisure",18,0.07,"1"
"731","Cultural leisure",18,0.45,"2"
"732","Cultural leisure",18,0.17,"3"
"733","Cultural leisure",18,0.2,"4"
"734","Domestic work",18,0.02,"1"
"735","Domestic work",18,0.15,"2"
"736","Domestic work",18,0.17,"3"
"737","Domestic work",18,0.1,"4"
"738","Eat drink",18,0.22,"1"
"739","Eat drink",18,0.82,"2"
"740","Eat drink",18,0.74,"3"
"741","Eat drink",18,0.35,"4"
"742","Miscellaneous",18,17.58,"1"
"743","Miscellaneous",18,34.42,"2"
"744","Miscellaneous",18,40.49,"3"
"745","Miscellaneous",18,26.43,"4"
"746","Nonsocial leisure",18,0.17,"1"
"747","Nonsocial leisure",18,0.74,"2"
"748","Nonsocial leisure",18,1.09,"3"
"749","Nonsocial leisure",18,0.25,"4"
"750","Paid work",18,0.05,"1"
"751","Paid work",18,0.07,"2"
"752","Paid work",18,0.07,"3"
"753","Personal care",18,81.21,"1"
"754","Personal care",18,61.22,"2"
"755","Personal care",18,54.4,"3"
"756","Personal care",18,71.56,"4"
"757","Religion and volunteering",18,0.05,"1"
"758","Religion and volunteering",18,0.15,"2"
"759","Religion and volunteering",18,0.05,"3"
"760","Religion and volunteering",18,0.07,"4"
"761","School / Study",18,0.02,"3"
"762","Social leisure",18,0.25,"1"
"763","Social leisure",18,0.82,"2"
"764","Social leisure",18,1.24,"3"
"765","Social leisure",18,0.37,"4"
"766","Sport exercise",18,0.02,"2"
"767","Sport exercise",18,0.12,"3"
"768","TV/radio",18,0.37,"1"
"769","TV/radio",18,1.14,"2"
"770","TV/radio",18,1.41,"3"
"771","TV/radio",18,0.67,"4"
"772","Cultural leisure",19,0.07,"1"
"773","Cultural leisure",19,0.45,"2"
"774","Cultural leisure",19,0.17,"3"
"775","Cultural leisure",19,0.2,"4"
"776","Domestic work",19,0.02,"1"
"777","Domestic work",19,0.15,"2"
"778","Domestic work",19,0.17,"3"
"779","Domestic work",19,0.1,"4"
"780","Eat drink",19,0.22,"1"
"781","Eat drink",19,0.82,"2"
"782","Eat drink",19,0.74,"3"
"783","Eat drink",19,0.35,"4"
"784","Miscellaneous",19,17.58,"1"
"785","Miscellaneous",19,34.37,"2"
"786","Miscellaneous",19,40.49,"3"
"787","Miscellaneous",19,26.43,"4"
"788","Nonsocial leisure",19,0.17,"1"
"789","Nonsocial leisure",19,0.74,"2"
"790","Nonsocial leisure",19,1.09,"3"
"791","Nonsocial leisure",19,0.25,"4"
"792","Paid work",19,0.05,"1"
"793","Paid work",19,0.07,"2"
"794","Paid work",19,0.07,"3"
"795","Personal care",19,81.21,"1"
"796","Personal care",19,61.27,"2"
"797","Personal care",19,54.4,"3"
"798","Personal care",19,71.56,"4"
"799","Religion and volunteering",19,0.05,"1"
"800","Religion and volunteering",19,0.15,"2"
"801","Religion and volunteering",19,0.05,"3"
"802","Religion and volunteering",19,0.07,"4"
"803","School / Study",19,0.02,"3"
"804","Social leisure",19,0.25,"1"
"805","Social leisure",19,0.82,"2"
"806","Social leisure",19,1.24,"3"
"807","Social leisure",19,0.37,"4"
"808","Sport exercise",19,0.02,"2"
"809","Sport exercise",19,0.12,"3"
"810","TV/radio",19,0.37,"1"
"811","TV/radio",19,1.14,"2"
"812","TV/radio",19,1.41,"3"
"813","TV/radio",19,0.67,"4"
"814","Cultural leisure",20,0.07,"1"
"815","Cultural leisure",20,0.45,"2"
"816","Cultural leisure",20,0.17,"3"
"817","Cultural leisure",20,0.2,"4"
"818","Domestic work",20,0.02,"1"
"819","Domestic work",20,0.15,"2"
"820","Domestic work",20,0.17,"3"
"821","Domestic work",20,0.1,"4"
"822","Eat drink",20,0.22,"1"
"823","Eat drink",20,0.82,"2"
"824","Eat drink",20,0.74,"3"
"825","Eat drink",20,0.35,"4"
"826","Miscellaneous",20,17.58,"1"
"827","Miscellaneous",20,34.37,"2"
"828","Miscellaneous",20,40.49,"3"
"829","Miscellaneous",20,26.43,"4"
"830","Nonsocial leisure",20,0.17,"1"
"831","Nonsocial leisure",20,0.74,"2"
"832","Nonsocial leisure",20,1.09,"3"
"833","Nonsocial leisure",20,0.25,"4"
"834","Paid work",20,0.05,"1"
"835","Paid work",20,0.07,"2"
"836","Paid work",20,0.07,"3"
"837","Personal care",20,81.21,"1"
"838","Personal care",20,61.27,"2"
"839","Personal care",20,54.4,"3"
"840","Personal care",20,71.56,"4"
"841","Religion and volunteering",20,0.05,"1"
"842","Religion and volunteering",20,0.15,"2"
"843","Religion and volunteering",20,0.05,"3"
"844","Religion and volunteering",20,0.07,"4"
"845","School / Study",20,0.02,"3"
"846","Social leisure",20,0.25,"1"
"847","Social leisure",20,0.82,"2"
"848","Social leisure",20,1.24,"3"
"849","Social leisure",20,0.37,"4"
"850","Sport exercise",20,0.02,"2"
"851","Sport exercise",20,0.12,"3"
"852","TV/radio",20,0.37,"1"
"853","TV/radio",20,1.14,"2"
"854","TV/radio",20,1.41,"3"
"855","TV/radio",20,0.67,"4"
"856","Cultural leisure",21,0.1,"1"
"857","Cultural leisure",21,0.42,"2"
"858","Cultural leisure",21,0.22,"3"
"859","Cultural leisure",21,0.27,"4"
"860","Domestic work",21,0.02,"1"
"861","Domestic work",21,0.17,"2"
"862","Domestic work",21,0.15,"3"
"863","Domestic work",21,0.12,"4"
"864","Eat drink",21,0.27,"1"
"865","Eat drink",21,0.72,"2"
"866","Eat drink",21,0.82,"3"
"867","Eat drink",21,0.35,"4"
"868","Miscellaneous",21,17.46,"1"
"869","Miscellaneous",21,33.45,"2"
"870","Miscellaneous",21,39.42,"3"
"871","Miscellaneous",21,25.89,"4"
"872","Nonsocial leisure",21,0.17,"1"
"873","Nonsocial leisure",21,0.72,"2"
"874","Nonsocial leisure",21,1.09,"3"
"875","Nonsocial leisure",21,0.22,"4"
"876","Paid work",21,0.05,"1"
"877","Paid work",21,0.07,"2"
"878","Paid work",21,0.1,"3"
"879","Paid work",21,0.02,"4"
"880","Personal care",21,81.3,"1"
"881","Personal care",21,62.14,"2"
"882","Personal care",21,55.15,"3"
"883","Personal care",21,72.03,"4"
"884","Religion and volunteering",21,0.05,"1"
"885","Religion and volunteering",21,0.2,"2"
"886","Religion and volunteering",21,0.05,"3"
"887","Religion and volunteering",21,0.07,"4"
"888","School / Study",21,0.02,"3"
"889","Social leisure",21,0.2,"1"
"890","Social leisure",21,0.84,"2"
"891","Social leisure",21,1.34,"3"
"892","Social leisure",21,0.37,"4"
"893","Sport exercise",21,0.02,"2"
"894","Sport exercise",21,0.1,"3"
"895","TV/radio",21,0.37,"1"
"896","TV/radio",21,1.24,"2"
"897","TV/radio",21,1.54,"3"
"898","TV/radio",21,0.64,"4"
"899","Cultural leisure",22,0.1,"1"
"900","Cultural leisure",22,0.4,"2"
"901","Cultural leisure",22,0.22,"3"
"902","Cultural leisure",22,0.27,"4"
"903","Domestic work",22,0.02,"1"
"904","Domestic work",22,0.17,"2"
"905","Domestic work",22,0.15,"3"
"906","Domestic work",22,0.12,"4"
"907","Eat drink",22,0.27,"1"
"908","Eat drink",22,0.72,"2"
"909","Eat drink",22,0.82,"3"
"910","Eat drink",22,0.35,"4"
"911","Miscellaneous",22,17.46,"1"
"912","Miscellaneous",22,33.45,"2"
"913","Miscellaneous",22,39.42,"3"
"914","Miscellaneous",22,25.89,"4"
"915","Nonsocial leisure",22,0.17,"1"
"916","Nonsocial leisure",22,0.72,"2"
"917","Nonsocial leisure",22,1.09,"3"
"918","Nonsocial leisure",22,0.22,"4"
"919","Paid work",22,0.05,"1"
"920","Paid work",22,0.07,"2"
"921","Paid work",22,0.1,"3"
"922","Paid work",22,0.02,"4"
"923","Personal care",22,81.3,"1"
"924","Personal care",22,62.16,"2"
"925","Personal care",22,55.15,"3"
"926","Personal care",22,72.03,"4"
"927","Religion and volunteering",22,0.05,"1"
"928","Religion and volunteering",22,0.2,"2"
"929","Religion and volunteering",22,0.05,"3"
"930","Religion and volunteering",22,0.07,"4"
"931","School / Study",22,0.02,"3"
"932","Social leisure",22,0.2,"1"
"933","Social leisure",22,0.84,"2"
"934","Social leisure",22,1.34,"3"
"935","Social leisure",22,0.37,"4"
"936","Sport exercise",22,0.02,"2"
"937","Sport exercise",22,0.1,"3"
"938","TV/radio",22,0.37,"1"
"939","TV/radio",22,1.24,"2"
"940","TV/radio",22,1.54,"3"
"941","TV/radio",22,0.64,"4"
"942","Cultural leisure",23,0.1,"1"
"943","Cultural leisure",23,0.4,"2"
"944","Cultural leisure",23,0.22,"3"
"945","Cultural leisure",23,0.27,"4"
"946","Domestic work",23,0.02,"1"
"947","Domestic work",23,0.17,"2"
"948","Domestic work",23,0.15,"3"
"949","Domestic work",23,0.12,"4"
"950","Eat drink",23,0.27,"1"
"951","Eat drink",23,0.72,"2"
"952","Eat drink",23,0.82,"3"
"953","Eat drink",23,0.35,"4"
"954","Miscellaneous",23,17.46,"1"
"955","Miscellaneous",23,33.45,"2"
"956","Miscellaneous",23,39.42,"3"
"957","Miscellaneous",23,25.89,"4"
"958","Nonsocial leisure",23,0.17,"1"
"959","Nonsocial leisure",23,0.72,"2"
"960","Nonsocial leisure",23,1.09,"3"
"961","Nonsocial leisure",23,0.22,"4"
"962","Paid work",23,0.05,"1"
"963","Paid work",23,0.07,"2"
"964","Paid work",23,0.1,"3"
"965","Paid work",23,0.02,"4"
"966","Personal care",23,81.3,"1"
"967","Personal care",23,62.16,"2"
"968","Personal care",23,55.15,"3"
"969","Personal care",23,72.03,"4"
"970","Religion and volunteering",23,0.05,"1"
"971","Religion and volunteering",23,0.2,"2"
"972","Religion and volunteering",23,0.05,"3"
"973","Religion and volunteering",23,0.07,"4"
"974","School / Study",23,0.02,"3"
"975","Social leisure",23,0.2,"1"
"976","Social leisure",23,0.84,"2"
"977","Social leisure",23,1.34,"3"
"978","Social leisure",23,0.37,"4"
"979","Sport exercise",23,0.02,"2"
"980","Sport exercise",23,0.1,"3"
"981","TV/radio",23,0.37,"1"
"982","TV/radio",23,1.24,"2"
"983","TV/radio",23,1.54,"3"
"984","TV/radio",23,0.64,"4"
"985","Cultural leisure",24,0.1,"1"
"986","Cultural leisure",24,0.4,"2"
"987","Cultural leisure",24,0.22,"3"
"988","Cultural leisure",24,0.27,"4"
"989","Domestic work",24,0.02,"1"
"990","Domestic work",24,0.17,"2"
"991","Domestic work",24,0.15,"3"
"992","Domestic work",24,0.12,"4"
"993","Eat drink",24,0.27,"1"
"994","Eat drink",24,0.72,"2"
"995","Eat drink",24,0.82,"3"
"996","Eat drink",24,0.35,"4"
"997","Miscellaneous",24,17.46,"1"
"998","Miscellaneous",24,33.42,"2"
"999","Miscellaneous",24,39.42,"3"
"1000","Miscellaneous",24,25.86,"4"
"1001","Nonsocial leisure",24,0.17,"1"
"1002","Nonsocial leisure",24,0.72,"2"
"1003","Nonsocial leisure",24,1.09,"3"
"1004","Nonsocial leisure",24,0.22,"4"
"1005","Paid work",24,0.05,"1"
"1006","Paid work",24,0.07,"2"
"1007","Paid work",24,0.1,"3"
"1008","Paid work",24,0.02,"4"
"1009","Personal care",24,81.3,"1"
"1010","Personal care",24,62.19,"2"
"1011","Personal care",24,55.12,"3"
"1012","Personal care",24,72.06,"4"
"1013","Religion and volunteering",24,0.05,"1"
"1014","Religion and volunteering",24,0.2,"2"
"1015","Religion and volunteering",24,0.05,"3"
"1016","Religion and volunteering",24,0.07,"4"
"1017","School / Study",24,0.02,"3"
"1018","Social leisure",24,0.2,"1"
"1019","Social leisure",24,0.84,"2"
"1020","Social leisure",24,1.34,"3"
"1021","Social leisure",24,0.37,"4"
"1022","Sport exercise",24,0.02,"2"
"1023","Sport exercise",24,0.1,"3"
"1024","TV/radio",24,0.37,"1"
"1025","TV/radio",24,1.24,"2"
"1026","TV/radio",24,1.56,"3"
"1027","TV/radio",24,0.64,"4"
"1028","Cultural leisure",25,0.1,"1"
"1029","Cultural leisure",25,0.4,"2"
"1030","Cultural leisure",25,0.22,"3"
"1031","Cultural leisure",25,0.27,"4"
"1032","Domestic work",25,0.02,"1"
"1033","Domestic work",25,0.17,"2"
"1034","Domestic work",25,0.15,"3"
"1035","Domestic work",25,0.12,"4"
"1036","Eat drink",25,0.27,"1"
"1037","Eat drink",25,0.72,"2"
"1038","Eat drink",25,0.82,"3"
"1039","Eat drink",25,0.35,"4"
"1040","Miscellaneous",25,17.46,"1"
"1041","Miscellaneous",25,33.4,"2"
"1042","Miscellaneous",25,39.45,"3"
"1043","Miscellaneous",25,25.84,"4"
"1044","Nonsocial leisure",25,0.17,"1"
"1045","Nonsocial leisure",25,0.72,"2"
"1046","Nonsocial leisure",25,1.09,"3"
"1047","Nonsocial leisure",25,0.22,"4"
"1048","Paid work",25,0.05,"1"
"1049","Paid work",25,0.07,"2"
"1050","Paid work",25,0.07,"3"
"1051","Paid work",25,0.02,"4"
"1052","Personal care",25,81.3,"1"
"1053","Personal care",25,62.21,"2"
"1054","Personal care",25,55.12,"3"
"1055","Personal care",25,72.08,"4"
"1056","Religion and volunteering",25,0.05,"1"
"1057","Religion and volunteering",25,0.2,"2"
"1058","Religion and volunteering",25,0.05,"3"
"1059","Religion and volunteering",25,0.07,"4"
"1060","School / Study",25,0.02,"3"
"1061","Social leisure",25,0.2,"1"
"1062","Social leisure",25,0.84,"2"
"1063","Social leisure",25,1.34,"3"
"1064","Social leisure",25,0.37,"4"
"1065","Sport exercise",25,0.02,"2"
"1066","Sport exercise",25,0.1,"3"
"1067","TV/radio",25,0.37,"1"
"1068","TV/radio",25,1.24,"2"
"1069","TV/radio",25,1.56,"3"
"1070","TV/radio",25,0.64,"4"
"1071","Cultural leisure",26,0.1,"1"
"1072","Cultural leisure",26,0.47,"2"
"1073","Cultural leisure",26,0.25,"3"
"1074","Cultural leisure",26,0.27,"4"
"1075","Domestic work",26,0.02,"1"
"1076","Domestic work",26,0.15,"2"
"1077","Domestic work",26,0.17,"3"
"1078","Domestic work",26,0.15,"4"
"1079","Eat drink",26,0.3,"1"
"1080","Eat drink",26,0.77,"2"
"1081","Eat drink",26,0.84,"3"
"1082","Eat drink",26,0.35,"4"
"1083","Miscellaneous",26,17.36,"1"
"1084","Miscellaneous",26,32.93,"2"
"1085","Miscellaneous",26,39.05,"3"
"1086","Miscellaneous",26,25.61,"4"
"1087","Nonsocial leisure",26,0.15,"1"
"1088","Nonsocial leisure",26,0.72,"2"
"1089","Nonsocial leisure",26,1.02,"3"
"1090","Nonsocial leisure",26,0.22,"4"
"1091","Paid work",26,0.05,"1"
"1092","Paid work",26,0.05,"2"
"1093","Paid work",26,0.07,"3"
"1094","Paid work",26,0.02,"4"
"1095","Personal care",26,81.4,"1"
"1096","Personal care",26,62.58,"2"
"1097","Personal care",26,55.52,"3"
"1098","Personal care",26,72.3,"4"
"1099","Religion and volunteering",26,0.05,"1"
"1100","Religion and volunteering",26,0.2,"2"
"1101","Religion and volunteering",26,0.05,"3"
"1102","Religion and volunteering",26,0.07,"4"
"1103","School / Study",26,0.02,"3"
"1104","Social leisure",26,0.2,"1"
"1105","Social leisure",26,0.89,"2"
"1106","Social leisure",26,1.31,"3"
"1107","Social leisure",26,0.35,"4"
"1108","Sport exercise",26,0.02,"2"
"1109","Sport exercise",26,0.1,"3"
"1110","TV/radio",26,0.37,"1"
"1111","TV/radio",26,1.21,"2"
"1112","TV/radio",26,1.59,"3"
"1113","TV/radio",26,0.64,"4"
"1114","Cultural leisure",27,0.1,"1"
"1115","Cultural leisure",27,0.47,"2"
"1116","Cultural leisure",27,0.25,"3"
"1117","Cultural leisure",27,0.3,"4"
"1118","Domestic work",27,0.02,"1"
"1119","Domestic work",27,0.15,"2"
"1120","Domestic work",27,0.17,"3"
"1121","Domestic work",27,0.15,"4"
"1122","Eat drink",27,0.3,"1"
"1123","Eat drink",27,0.77,"2"
"1124","Eat drink",27,0.84,"3"
"1125","Eat drink",27,0.35,"4"
"1126","Miscellaneous",27,17.36,"1"
"1127","Miscellaneous",27,32.9,"2"
"1128","Miscellaneous",27,39,"3"
"1129","Miscellaneous",27,25.61,"4"
"1130","Nonsocial leisure",27,0.15,"1"
"1131","Nonsocial leisure",27,0.72,"2"
"1132","Nonsocial leisure",27,1.02,"3"
"1133","Nonsocial leisure",27,0.22,"4"
"1134","Paid work",27,0.05,"1"
"1135","Paid work",27,0.05,"2"
"1136","Paid work",27,0.07,"3"
"1137","Paid work",27,0.02,"4"
"1138","Personal care",27,81.4,"1"
"1139","Personal care",27,62.61,"2"
"1140","Personal care",27,55.54,"3"
"1141","Personal care",27,72.28,"4"
"1142","Religion and volunteering",27,0.05,"1"
"1143","Religion and volunteering",27,0.2,"2"
"1144","Religion and volunteering",27,0.05,"3"
"1145","Religion and volunteering",27,0.07,"4"
"1146","School / Study",27,0.02,"3"
"1147","Social leisure",27,0.2,"1"
"1148","Social leisure",27,0.89,"2"
"1149","Social leisure",27,1.34,"3"
"1150","Social leisure",27,0.35,"4"
"1151","Sport exercise",27,0.02,"2"
"1152","Sport exercise",27,0.1,"3"
"1153","TV/radio",27,0.37,"1"
"1154","TV/radio",27,1.21,"2"
"1155","TV/radio",27,1.59,"3"
"1156","TV/radio",27,0.64,"4"
"1157","Cultural leisure",28,0.1,"1"
"1158","Cultural leisure",28,0.47,"2"
"1159","Cultural leisure",28,0.25,"3"
"1160","Cultural leisure",28,0.3,"4"
"1161","Domestic work",28,0.02,"1"
"1162","Domestic work",28,0.15,"2"
"1163","Domestic work",28,0.17,"3"
"1164","Domestic work",28,0.15,"4"
"1165","Eat drink",28,0.3,"1"
"1166","Eat drink",28,0.77,"2"
"1167","Eat drink",28,0.84,"3"
"1168","Eat drink",28,0.35,"4"
"1169","Miscellaneous",28,17.36,"1"
"1170","Miscellaneous",28,32.88,"2"
"1171","Miscellaneous",28,38.95,"3"
"1172","Miscellaneous",28,25.61,"4"
"1173","Nonsocial leisure",28,0.15,"1"
"1174","Nonsocial leisure",28,0.72,"2"
"1175","Nonsocial leisure",28,1.02,"3"
"1176","Nonsocial leisure",28,0.22,"4"
"1177","Paid work",28,0.05,"1"
"1178","Paid work",28,0.05,"2"
"1179","Paid work",28,0.07,"3"
"1180","Paid work",28,0.02,"4"
"1181","Personal care",28,81.4,"1"
"1182","Personal care",28,62.66,"2"
"1183","Personal care",28,55.59,"3"
"1184","Personal care",28,72.28,"4"
"1185","Religion and volunteering",28,0.05,"1"
"1186","Religion and volunteering",28,0.17,"2"
"1187","Religion and volunteering",28,0.05,"3"
"1188","Religion and volunteering",28,0.07,"4"
"1189","School / Study",28,0.02,"3"
"1190","Social leisure",28,0.2,"1"
"1191","Social leisure",28,0.89,"2"
"1192","Social leisure",28,1.34,"3"
"1193","Social leisure",28,0.35,"4"
"1194","Sport exercise",28,0.02,"2"
"1195","Sport exercise",28,0.1,"3"
"1196","TV/radio",28,0.37,"1"
"1197","TV/radio",28,1.21,"2"
"1198","TV/radio",28,1.59,"3"
"1199","TV/radio",28,0.64,"4"
"1200","Cultural leisure",29,0.1,"1"
"1201","Cultural leisure",29,0.47,"2"
"1202","Cultural leisure",29,0.25,"3"
"1203","Cultural leisure",29,0.3,"4"
"1204","Domestic work",29,0.02,"1"
"1205","Domestic work",29,0.15,"2"
"1206","Domestic work",29,0.17,"3"
"1207","Domestic work",29,0.15,"4"
"1208","Eat drink",29,0.3,"1"
"1209","Eat drink",29,0.77,"2"
"1210","Eat drink",29,0.84,"3"
"1211","Eat drink",29,0.35,"4"
"1212","Miscellaneous",29,17.36,"1"
"1213","Miscellaneous",29,32.88,"2"
"1214","Miscellaneous",29,38.95,"3"
"1215","Miscellaneous",29,25.61,"4"
"1216","Nonsocial leisure",29,0.15,"1"
"1217","Nonsocial leisure",29,0.72,"2"
"1218","Nonsocial leisure",29,1.02,"3"
"1219","Nonsocial leisure",29,0.22,"4"
"1220","Paid work",29,0.05,"1"
"1221","Paid work",29,0.05,"2"
"1222","Paid work",29,0.07,"3"
"1223","Paid work",29,0.02,"4"
"1224","Personal care",29,81.4,"1"
"1225","Personal care",29,62.66,"2"
"1226","Personal care",29,55.59,"3"
"1227","Personal care",29,72.28,"4"
"1228","Religion and volunteering",29,0.05,"1"
"1229","Religion and volunteering",29,0.17,"2"
"1230","Religion and volunteering",29,0.05,"3"
"1231","Religion and volunteering",29,0.07,"4"
"1232","School / Study",29,0.02,"3"
"1233","Social leisure",29,0.2,"1"
"1234","Social leisure",29,0.89,"2"
"1235","Social leisure",29,1.34,"3"
"1236","Social leisure",29,0.35,"4"
"1237","Sport exercise",29,0.02,"2"
"1238","Sport exercise",29,0.1,"3"
"1239","TV/radio",29,0.37,"1"
"1240","TV/radio",29,1.21,"2"
"1241","TV/radio",29,1.59,"3"
"1242","TV/radio",29,0.64,"4"
"1243","Cultural leisure",30,0.1,"1"
"1244","Cultural leisure",30,0.47,"2"
"1245","Cultural leisure",30,0.25,"3"
"1246","Cultural leisure",30,0.3,"4"
"1247","Domestic work",30,0.02,"1"
"1248","Domestic work",30,0.15,"2"
"1249","Domestic work",30,0.17,"3"
"1250","Domestic work",30,0.15,"4"
"1251","Eat drink",30,0.3,"1"
"1252","Eat drink",30,0.77,"2"
"1253","Eat drink",30,0.84,"3"
"1254","Eat drink",30,0.35,"4"
"1255","Miscellaneous",30,17.36,"1"
"1256","Miscellaneous",30,32.88,"2"
"1257","Miscellaneous",30,38.95,"3"
"1258","Miscellaneous",30,25.61,"4"
"1259","Nonsocial leisure",30,0.15,"1"
"1260","Nonsocial leisure",30,0.72,"2"
"1261","Nonsocial leisure",30,1.02,"3"
"1262","Nonsocial leisure",30,0.22,"4"
"1263","Paid work",30,0.05,"1"
"1264","Paid work",30,0.05,"2"
"1265","Paid work",30,0.07,"3"
"1266","Paid work",30,0.02,"4"
"1267","Personal care",30,81.4,"1"
"1268","Personal care",30,62.66,"2"
"1269","Personal care",30,55.59,"3"
"1270","Personal care",30,72.28,"4"
"1271","Religion and volunteering",30,0.05,"1"
"1272","Religion and volunteering",30,0.17,"2"
"1273","Religion and volunteering",30,0.05,"3"
"1274","Religion and volunteering",30,0.07,"4"
"1275","School / Study",30,0.02,"3"
"1276","Social leisure",30,0.2,"1"
"1277","Social leisure",30,0.89,"2"
"1278","Social leisure",30,1.34,"3"
"1279","Social leisure",30,0.35,"4"
"1280","Sport exercise",30,0.02,"2"
"1281","Sport exercise",30,0.1,"3"
"1282","TV/radio",30,0.37,"1"
"1283","TV/radio",30,1.21,"2"
"1284","TV/radio",30,1.59,"3"
"1285","TV/radio",30,0.64,"4"
"1286","Cultural leisure",31,0.07,"1"
"1287","Cultural leisure",31,0.45,"2"
"1288","Cultural leisure",31,0.27,"3"
"1289","Cultural leisure",31,0.27,"4"
"1290","Domestic work",31,0.07,"1"
"1291","Domestic work",31,0.27,"2"
"1292","Domestic work",31,0.15,"3"
"1293","Domestic work",31,0.1,"4"
"1294","Eat drink",31,0.22,"1"
"1295","Eat drink",31,0.84,"2"
"1296","Eat drink",31,0.77,"3"
"1297","Eat drink",31,0.42,"4"
"1298","Miscellaneous",31,16.61,"1"
